CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureSegment,ChargeCategory,ContractRisk,RevenueLost
CUST00381,Male,Yes,No,Yes,70,No,DSL,Month-to-month,Bank transfer,101.73,7153.93,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,101.73
CUST00382,Male,Yes,No,Yes,5,Yes,Fiber optic,One year,Electronic check,72.11,408.76,Yes,1,0-12 Months (New),High (70-90),Medium Risk,72.11
CUST00383,Female,Yes,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Bank transfer,39.87,2869.52,No,0,49+ Months (Loyal),Low (<40),High Risk,0.0
CUST00384,Male,No,Yes,No,42,Yes,DSL,One year,Electronic check,59.58,2476.67,No,0,25-48 Months,Medium (40-70),Medium Risk,0.0
CUST00385,Female,No,No,Yes,32,Yes,Fiber optic,Month-to-month,Bank transfer,113.08,3668.26,Yes,1,25-48 Months,Premium (90+),High Risk,113.08
CUST00386,Male,Yes,Yes,Yes,17,No,DSL,Month-to-month,Bank transfer,100.55,1703.22,Yes,1,13-24 Months,Premium (90+),High Risk,100.55
CUST00387,Female,Yes,Yes,No,6,No,No,Month-to-month,Bank transfer,74.27,444.63,Yes,1,0-12 Months (New),High (70-90),High Risk,74.27
CUST00388,Female,Yes,No,No,71,Yes,DSL,Month-to-month,Credit card,49.57,3495.8,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,49.57
CUST00389,Male,Yes,Yes,Yes,47,Yes,Fiber optic,One year,Credit card,38.99,1850.85,No,0,25-48 Months,Low (<40),Medium Risk,0.0
CUST00390,Male,Yes,No,No,42,Yes,DSL,Month-to-month,Electronic check,24.38,1067.74,Yes,1,25-48 Months,Low (<40),High Risk,24.38
CUST00391,Male,No,Yes,No,25,Yes,DSL,Month-to-month,Credit card,85.79,2147.33,No,0,25-48 Months,High (70-90),High Risk,0.0
CUST00392,Female,No,No,Yes,10,Yes,DSL,One year,Electronic check,66.81,681.99,No,0,0-12 Months (New),Medium (40-70),Medium Risk,0.0
CUST00393,Female,Yes,Yes,No,68,Yes,No,Month-to-month,Bank transfer,27.79,1861.31,Yes,1,49+ Months (Loyal),Low (<40),High Risk,27.79
CUST00394,Male,No,No,Yes,25,Yes,No,One year,Mailed check,75.84,1901.81,No,0,25-48 Months,High (70-90),Medium Risk,0.0
CUST00395,Female,Yes,No,Yes,22,Yes,No,Month-to-month,Bank transfer,85.75,1889.89,Yes,1,13-24 Months,High (70-90),High Risk,85.75
CUST00396,Female,Yes,No,No,53,No,No,Month-to-month,Mailed check,76.31,4015.82,No,0,49+ Months (Loyal),High (70-90),High Risk,0.0
CUST00397,Female,Yes,No,No,51,Yes,No,Month-to-month,Bank transfer,79.58,4060.34,No,0,49+ Months (Loyal),High (70-90),High Risk,0.0
CUST00398,Female,No,No,Yes,28,No,DSL,One year,Bank transfer,111.91,3134.61,No,0,25-48 Months,Premium (90+),Medium Risk,0.0
CUST00399,Male,No,Yes,No,46,Yes,DSL,Month-to-month,Mailed check,43.3,2022.91,Yes,1,25-48 Months,Medium (40-70),High Risk,43.3
CUST00400,Female,No,Yes,No,62,Yes,Fiber optic,One year,Electronic check,79.52,4910.28,No,0,49+ Months (Loyal),High (70-90),Medium Risk,0.0
CUST00401,Female,No,Yes,No,45,No,Fiber optic,Two year,Electronic check,106.98,4786.77,No,0,25-48 Months,Premium (90+),Low Risk,0.0
CUST00402,Male,Yes,Yes,No,68,Yes,Fiber optic,Month-to-month,Mailed check,52.68,3602.02,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,52.68
CUST00403,Female,Yes,Yes,Yes,56,No,Fiber optic,Month-to-month,Bank transfer,28.25,1589.14,Yes,1,49+ Months (Loyal),Low (<40),High Risk,28.25
CUST00404,Female,Yes,Yes,No,65,No,No,Month-to-month,Mailed check,68.09,4395.66,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,68.09
CUST00405,Male,No,Yes,Yes,35,No,Fiber optic,One year,Electronic check,31.25,1085.11,No,0,25-48 Months,Low (<40),Medium Risk,0.0
CUST00406,Male,Yes,No,Yes,40,Yes,Fiber optic,One year,Credit card,82.32,3286.85,No,0,25-48 Months,High (70-90),Medium Risk,0.0
CUST00407,Male,No,No,Yes,11,Yes,No,Month-to-month,Mailed check,106.88,1207.69,Yes,1,0-12 Months (New),Premium (90+),High Risk,106.88
CUST00408,Male,Yes,No,No,3,No,DSL,One year,Mailed check,40.38,123.47,Yes,1,0-12 Months (New),Medium (40-70),Medium Risk,40.38
CUST00409,Female,No,Yes,No,68,Yes,Fiber optic,Month-to-month,Bank transfer,40.07,2744.41,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,40.07
CUST00410,Female,No,Yes,No,35,No,DSL,Month-to-month,Credit card,43.12,1497.27,No,0,25-48 Months,Medium (40-70),High Risk,0.0
CUST00411,Male,Yes,No,Yes,24,Yes,No,Two year,Electronic check,23.98,617.75,No,0,13-24 Months,Low (<40),Low Risk,0.0
CUST00412,Female,Yes,Yes,Yes,45,No,Fiber optic,One year,Mailed check,119.6,5429.86,Yes,1,25-48 Months,Premium (90+),Medium Risk,119.6
CUST00413,Male,Yes,No,Yes,72,No,DSL,Month-to-month,Credit card,85.69,6128.46,Yes,1,49+ Months (Loyal),High (70-90),High Risk,85.69
CUST00414,Male,Yes,Yes,Yes,55,No,No,Month-to-month,Mailed check,40.68,2201.26,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,40.68
CUST00415,Male,No,No,Yes,56,Yes,No,Two year,Mailed check,51.75,2903.73,No,0,49+ Months (Loyal),Medium (40-70),Low Risk,0.0
CUST00416,Male,No,No,Yes,4,No,Fiber optic,Two year,Bank transfer,64.3,300.58,No,0,0-12 Months (New),Medium (40-70),Low Risk,0.0
CUST00417,Female,No,Yes,Yes,17,Yes,DSL,One year,Bank transfer,80.56,1380.76,No,0,13-24 Months,High (70-90),Medium Risk,0.0
CUST00418,Male,No,No,Yes,62,Yes,No,One year,Credit card,91.2,5641.8,No,0,49+ Months (Loyal),Premium (90+),Medium Risk,0.0
CUST00419,Female,Yes,Yes,Yes,25,Yes,DSL,Month-to-month,Electronic check,112.54,2858.52,Yes,1,25-48 Months,Premium (90+),High Risk,112.54
CUST00420,Male,No,Yes,Yes,57,No,No,Month-to-month,Credit card,108.76,6192.08,No,0,49+ Months (Loyal),Premium (90+),High Risk,0.0
CUST00421,Female,Yes,No,Yes,67,Yes,Fiber optic,Month-to-month,Electronic check,107.78,7195.83,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,107.78
CUST00422,Male,Yes,Yes,Yes,38,No,Fiber optic,Two year,Bank transfer,66.13,2505.19,No,0,25-48 Months,Medium (40-70),Low Risk,0.0
CUST00423,Male,No,No,No,12,Yes,DSL,One year,Mailed check,59.31,694.07,Yes,1,0-12 Months (New),Medium (40-70),Medium Risk,59.31
CUST00424,Female,No,No,Yes,33,No,No,One year,Mailed check,91.84,2993.07,Yes,1,25-48 Months,Premium (90+),Medium Risk,91.84
CUST00425,Female,Yes,Yes,No,66,Yes,Fiber optic,Month-to-month,Electronic check,96.83,6432.01,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,96.83
CUST00426,Male,No,Yes,Yes,7,No,Fiber optic,Month-to-month,Credit card,48.88,310.23,No,0,0-12 Months (New),Medium (40-70),High Risk,0.0
CUST00427,Male,No,No,Yes,59,No,Fiber optic,Month-to-month,Electronic check,80.8,4766.55,Yes,1,49+ Months (Loyal),High (70-90),High Risk,80.8
CUST00428,Female,Yes,No,No,11,Yes,DSL,Two year,Bank transfer,81.98,907.53,No,0,0-12 Months (New),High (70-90),Low Risk,0.0
CUST00429,Male,No,Yes,Yes,45,Yes,DSL,Two year,Bank transfer,53.11,2348.72,Yes,1,25-48 Months,Medium (40-70),Low Risk,53.11
CUST00430,Male,No,No,Yes,59,No,DSL,Month-to-month,Bank transfer,52.28,3124.27,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00431,Female,No,No,No,18,Yes,No,Two year,Bank transfer,72.71,1311.24,No,0,13-24 Months,High (70-90),Low Risk,0.0
CUST00432,Male,No,Yes,No,37,No,No,One year,Bank transfer,72.54,2733.48,No,0,25-48 Months,High (70-90),Medium Risk,0.0
CUST00433,Male,Yes,No,No,24,Yes,No,Month-to-month,Mailed check,20.16,436.24,No,0,13-24 Months,Low (<40),High Risk,0.0
CUST00434,Male,No,No,No,6,No,Fiber optic,Month-to-month,Mailed check,21.13,96.9,Yes,1,0-12 Months (New),Low (<40),High Risk,21.13
CUST00435,Male,Yes,No,No,1,Yes,No,Month-to-month,Credit card,92.44,104.04,Yes,1,0-12 Months (New),Premium (90+),High Risk,92.44
CUST00436,Male,No,No,No,62,No,DSL,One year,Credit card,35.54,2199.54,No,0,49+ Months (Loyal),Low (<40),Medium Risk,0.0
CUST00437,Female,Yes,No,Yes,67,No,No,One year,Bank transfer,75.52,5011.71,No,0,49+ Months (Loyal),High (70-90),Medium Risk,0.0
CUST00438,Female,Yes,Yes,Yes,36,Yes,Fiber optic,Two year,Mailed check,77.1,2764.56,No,0,25-48 Months,High (70-90),Low Risk,0.0
CUST00439,Female,Yes,Yes,No,53,Yes,Fiber optic,Two year,Bank transfer,65.19,3500.14,Yes,1,49+ Months (Loyal),Medium (40-70),Low Risk,65.19
CUST00440,Female,No,Yes,No,5,Yes,DSL,Month-to-month,Electronic check,99.9,540.0,Yes,1,0-12 Months (New),Premium (90+),High Risk,99.9
CUST00441,Female,Yes,No,No,19,Yes,No,One year,Mailed check,40.52,723.54,No,0,13-24 Months,Medium (40-70),Medium Risk,0.0
CUST00442,Male,No,No,Yes,12,No,Fiber optic,Two year,Electronic check,72.06,880.62,Yes,1,0-12 Months (New),High (70-90),Low Risk,72.06
CUST00443,Female,No,No,Yes,25,No,Fiber optic,Month-to-month,Credit card,87.11,2155.02,Yes,1,25-48 Months,High (70-90),High Risk,87.11
CUST00444,Male,No,Yes,Yes,70,No,No,Month-to-month,Mailed check,114.33,8033.5,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,114.33
CUST00445,Male,No,No,No,70,No,DSL,Month-to-month,Credit card,110.33,7678.15,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,110.33
CUST00446,Male,Yes,No,Yes,58,No,Fiber optic,Month-to-month,Mailed check,91.29,5311.91,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,91.29
CUST00447,Female,No,Yes,No,13,No,Fiber optic,One year,Credit card,67.05,916.39,Yes,1,13-24 Months,Medium (40-70),Medium Risk,67.05
CUST00448,Female,Yes,No,Yes,43,No,Fiber optic,Month-to-month,Electronic check,67.53,2888.93,Yes,1,25-48 Months,Medium (40-70),High Risk,67.53
CUST00449,Male,Yes,No,Yes,66,Yes,Fiber optic,One year,Electronic check,52.59,3485.89,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00450,Female,Yes,No,Yes,32,Yes,Fiber optic,Month-to-month,Bank transfer,40.82,1325.65,Yes,1,25-48 Months,Medium (40-70),High Risk,40.82
CUST00451,Female,Yes,Yes,Yes,10,No,DSL,Month-to-month,Credit card,52.54,485.17,Yes,1,0-12 Months (New),Medium (40-70),High Risk,52.54
CUST00452,Female,Yes,Yes,Yes,49,No,Fiber optic,One year,Electronic check,29.05,1455.15,No,0,49+ Months (Loyal),Low (<40),Medium Risk,0.0
CUST00453,Male,No,Yes,No,69,No,Fiber optic,One year,Credit card,39.57,2748.48,Yes,1,49+ Months (Loyal),Low (<40),Medium Risk,39.57
CUST00454,Female,Yes,No,Yes,2,No,DSL,Two year,Electronic check,56.92,118.73,Yes,1,0-12 Months (New),Medium (40-70),Low Risk,56.92
CUST00455,Female,No,No,Yes,31,No,No,Month-to-month,Bank transfer,91.18,2817.18,Yes,1,25-48 Months,Premium (90+),High Risk,91.18
CUST00456,Male,No,No,Yes,25,No,Fiber optic,One year,Mailed check,48.85,1258.52,Yes,1,25-48 Months,Medium (40-70),Medium Risk,48.85
CUST00457,Male,No,Yes,Yes,63,No,DSL,Month-to-month,Credit card,106.02,6718.62,No,0,49+ Months (Loyal),Premium (90+),High Risk,0.0
CUST00458,Female,No,No,No,71,No,Fiber optic,Month-to-month,Mailed check,62.48,4386.82,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,62.48
CUST00459,Male,Yes,No,No,5,Yes,No,Month-to-month,Bank transfer,31.32,154.75,Yes,1,0-12 Months (New),Low (<40),High Risk,31.32
CUST00460,Male,Yes,No,Yes,67,Yes,DSL,Month-to-month,Electronic check,88.41,5927.39,Yes,1,49+ Months (Loyal),High (70-90),High Risk,88.41
CUST00461,Male,Yes,Yes,No,59,No,No,One year,Credit card,55.29,3309.89,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00462,Male,No,No,No,8,No,No,Month-to-month,Electronic check,85.63,664.22,Yes,1,0-12 Months (New),High (70-90),High Risk,85.63
CUST00463,Male,Yes,No,Yes,17,Yes,Fiber optic,Month-to-month,Bank transfer,47.52,783.54,No,0,13-24 Months,Medium (40-70),High Risk,0.0
CUST00464,Male,No,No,No,23,No,No,Month-to-month,Mailed check,99.94,2334.82,Yes,1,13-24 Months,Premium (90+),High Risk,99.94
CUST00465,Male,No,Yes,No,53,No,DSL,One year,Mailed check,41.09,2201.21,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00466,Female,No,Yes,Yes,60,No,Fiber optic,Month-to-month,Mailed check,57.98,3499.36,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,57.98
CUST00467,Male,Yes,Yes,No,58,No,No,Month-to-month,Electronic check,29.74,1728.05,Yes,1,49+ Months (Loyal),Low (<40),High Risk,29.74
CUST00468,Female,Yes,No,No,35,Yes,Fiber optic,One year,Credit card,66.11,2331.38,Yes,1,25-48 Months,Medium (40-70),Medium Risk,66.11
CUST00469,Male,Yes,Yes,No,71,Yes,No,Month-to-month,Electronic check,21.2,1464.97,Yes,1,49+ Months (Loyal),Low (<40),High Risk,21.2
CUST00470,Female,Yes,Yes,No,33,Yes,DSL,Month-to-month,Electronic check,25.69,857.18,No,0,25-48 Months,Low (<40),High Risk,0.0
CUST00471,Male,No,Yes,Yes,17,No,No,One year,Mailed check,109.6,1882.77,Yes,1,13-24 Months,Premium (90+),Medium Risk,109.6
CUST00472,Female,No,No,No,55,No,Fiber optic,Month-to-month,Electronic check,47.73,2581.39,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,47.73
CUST00473,Male,Yes,No,Yes,57,Yes,Fiber optic,Two year,Mailed check,81.03,4586.55,No,0,49+ Months (Loyal),High (70-90),Low Risk,0.0
CUST00474,Male,Yes,Yes,Yes,57,No,DSL,Month-to-month,Electronic check,77.13,4371.47,Yes,1,49+ Months (Loyal),High (70-90),High Risk,77.13
CUST00475,Female,No,Yes,Yes,50,No,DSL,One year,Credit card,77.46,3874.54,No,0,49+ Months (Loyal),High (70-90),Medium Risk,0.0
CUST00476,Female,Yes,No,No,9,Yes,DSL,Month-to-month,Credit card,32.12,292.61,No,0,0-12 Months (New),Low (<40),High Risk,0.0
CUST00477,Female,Yes,No,Yes,12,No,No,Two year,Bank transfer,28.05,332.56,No,0,0-12 Months (New),Low (<40),Low Risk,0.0
CUST00478,Male,No,Yes,No,25,No,No,Month-to-month,Electronic check,83.06,2062.43,Yes,1,25-48 Months,High (70-90),High Risk,83.06
CUST00479,Female,No,Yes,Yes,25,Yes,No,Two year,Mailed check,68.92,1679.3,No,0,25-48 Months,Medium (40-70),Low Risk,0.0
CUST00480,Female,Yes,No,Yes,5,No,DSL,Month-to-month,Electronic check,60.55,273.92,Yes,1,0-12 Months (New),Medium (40-70),High Risk,60.55
CUST00481,Female,No,Yes,Yes,5,Yes,Fiber optic,One year,Credit card,110.72,565.44,Yes,1,0-12 Months (New),Premium (90+),Medium Risk,110.72
CUST00482,Male,No,Yes,Yes,40,Yes,Fiber optic,One year,Electronic check,101.78,4031.83,No,0,25-48 Months,Premium (90+),Medium Risk,0.0
CUST00483,Male,No,Yes,No,44,No,Fiber optic,Month-to-month,Mailed check,52.16,2341.51,Yes,1,25-48 Months,Medium (40-70),High Risk,52.16
CUST00484,Male,No,No,Yes,16,No,DSL,One year,Mailed check,89.63,1439.42,No,0,13-24 Months,High (70-90),Medium Risk,0.0
CUST00485,Male,No,Yes,No,21,Yes,Fiber optic,Month-to-month,Electronic check,37.94,755.65,Yes,1,13-24 Months,Low (<40),High Risk,37.94
CUST00486,Female,Yes,No,Yes,27,Yes,No,Month-to-month,Credit card,61.2,1696.21,No,0,25-48 Months,Medium (40-70),High Risk,0.0
CUST00487,Male,No,No,Yes,39,No,Fiber optic,Month-to-month,Mailed check,39.19,1577.07,No,0,25-48 Months,Low (<40),High Risk,0.0
CUST00488,Female,No,No,Yes,36,Yes,DSL,Month-to-month,Mailed check,88.52,3233.58,Yes,1,25-48 Months,High (70-90),High Risk,88.52
CUST00489,Male,No,Yes,Yes,47,No,DSL,Month-to-month,Bank transfer,81.68,3877.97,Yes,1,25-48 Months,High (70-90),High Risk,81.68
CUST00490,Male,No,Yes,Yes,4,No,No,Month-to-month,Mailed check,92.14,377.83,Yes,1,0-12 Months (New),Premium (90+),High Risk,92.14
CUST00491,Male,Yes,Yes,Yes,42,Yes,DSL,Month-to-month,Credit card,106.99,4481.13,Yes,1,25-48 Months,Premium (90+),High Risk,106.99
CUST00492,Female,Yes,Yes,No,19,Yes,No,Month-to-month,Credit card,57.35,1085.42,Yes,1,13-24 Months,Medium (40-70),High Risk,57.35
CUST00493,Female,Yes,Yes,No,17,Yes,No,Month-to-month,Bank transfer,33.65,607.22,Yes,1,13-24 Months,Low (<40),High Risk,33.65
CUST00494,Male,Yes,Yes,No,21,Yes,No,Two year,Mailed check,28.65,637.35,No,0,13-24 Months,Low (<40),Low Risk,0.0
CUST00495,Male,Yes,No,No,2,No,No,Two year,Mailed check,52.73,113.41,No,0,0-12 Months (New),Medium (40-70),Low Risk,0.0
CUST00496,Male,No,No,Yes,6,No,No,One year,Electronic check,62.57,364.85,No,0,0-12 Months (New),Medium (40-70),Medium Risk,0.0
CUST00497,Male,Yes,No,Yes,11,Yes,No,One year,Mailed check,33.27,345.55,No,0,0-12 Months (New),Low (<40),Medium Risk,0.0
CUST00498,Male,No,No,No,21,No,No,One year,Electronic check,117.64,2466.82,Yes,1,13-24 Months,Premium (90+),Medium Risk,117.64
CUST00499,Female,No,No,No,1,Yes,Fiber optic,Two year,Bank transfer,73.09,52.75,No,0,0-12 Months (New),High (70-90),Low Risk,0.0
CUST00500,Male,No,No,Yes,66,No,DSL,Month-to-month,Bank transfer,66.54,4345.73,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,66.54
CUST00501,Male,No,Yes,No,31,Yes,No,Month-to-month,Mailed check,95.32,2981.01,Yes,1,25-48 Months,Premium (90+),High Risk,95.32
CUST00502,Female,Yes,No,Yes,9,No,Fiber optic,Month-to-month,Electronic check,67.02,606.37,Yes,1,0-12 Months (New),Medium (40-70),High Risk,67.02
CUST00503,Female,Yes,No,Yes,25,No,DSL,Month-to-month,Mailed check,48.84,1266.66,Yes,1,25-48 Months,Medium (40-70),High Risk,48.84
CUST00504,Female,No,Yes,No,20,Yes,No,Two year,Electronic check,49.32,1033.36,No,0,13-24 Months,Medium (40-70),Low Risk,0.0
CUST00505,Male,Yes,No,No,57,Yes,Fiber optic,Month-to-month,Electronic check,107.18,6082.49,No,0,49+ Months (Loyal),Premium (90+),High Risk,0.0
CUST00506,Female,Yes,No,No,63,No,Fiber optic,Month-to-month,Mailed check,109.83,6899.94,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,109.83
CUST00507,Male,Yes,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,81.86,539.1,Yes,1,0-12 Months (New),High (70-90),High Risk,81.86
CUST00508,Male,No,Yes,Yes,31,Yes,DSL,Two year,Mailed check,64.09,1973.76,No,0,25-48 Months,Medium (40-70),Low Risk,0.0
CUST00509,Male,Yes,No,Yes,48,No,No,Two year,Bank transfer,32.15,1495.69,No,0,25-48 Months,Low (<40),Low Risk,0.0
CUST00510,Male,Yes,No,Yes,1,No,No,One year,Credit card,109.6,156.56,No,0,0-12 Months (New),Premium (90+),Medium Risk,0.0
CUST00511,Male,Yes,No,Yes,62,Yes,DSL,One year,Electronic check,50.81,3140.38,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00512,Female,Yes,Yes,No,8,Yes,No,Month-to-month,Bank transfer,39.57,274.92,No,0,0-12 Months (New),Low (<40),High Risk,0.0
CUST00513,Male,Yes,Yes,No,41,Yes,No,Month-to-month,Mailed check,91.6,3748.36,Yes,1,25-48 Months,Premium (90+),High Risk,91.6
CUST00514,Male,Yes,No,No,40,No,No,Month-to-month,Credit card,94.15,3757.56,Yes,1,25-48 Months,Premium (90+),High Risk,94.15
CUST00515,Male,Yes,No,Yes,12,Yes,DSL,Month-to-month,Bank transfer,26.61,365.33,No,0,0-12 Months (New),Low (<40),High Risk,0.0
CUST00516,Male,No,No,No,54,Yes,No,Month-to-month,Mailed check,39.93,2189.45,Yes,1,49+ Months (Loyal),Low (<40),High Risk,39.93
CUST00517,Female,No,No,No,64,No,DSL,Month-to-month,Electronic check,35.4,2245.62,No,0,49+ Months (Loyal),Low (<40),High Risk,0.0
CUST00518,Female,No,No,No,23,No,No,One year,Electronic check,31.94,712.34,No,0,13-24 Months,Low (<40),Medium Risk,0.0
CUST00519,Male,Yes,No,No,34,No,No,One year,Bank transfer,71.25,2430.03,No,0,25-48 Months,High (70-90),Medium Risk,0.0
CUST00520,Male,No,Yes,No,60,Yes,Fiber optic,Month-to-month,Bank transfer,56.12,3380.82,No,0,49+ Months (Loyal),Medium (40-70),High Risk,0.0
CUST00521,Male,Yes,No,Yes,66,Yes,No,Month-to-month,Electronic check,79.88,5238.79,Yes,1,49+ Months (Loyal),High (70-90),High Risk,79.88
CUST00522,Female,Yes,No,No,13,No,DSL,Month-to-month,Bank transfer,57.3,743.39,Yes,1,13-24 Months,Medium (40-70),High Risk,57.3
CUST00523,Male,No,Yes,Yes,65,Yes,DSL,One year,Electronic check,61.73,4054.05,Yes,1,49+ Months (Loyal),Medium (40-70),Medium Risk,61.73
CUST00524,Male,No,No,No,40,No,DSL,One year,Bank transfer,37.22,1469.27,No,0,25-48 Months,Low (<40),Medium Risk,0.0
CUST00525,Male,No,Yes,Yes,30,No,DSL,Month-to-month,Electronic check,62.48,1900.7,Yes,1,25-48 Months,Medium (40-70),High Risk,62.48
CUST00526,Male,Yes,No,Yes,26,Yes,DSL,One year,Electronic check,66.91,1780.51,Yes,1,25-48 Months,Medium (40-70),Medium Risk,66.91
CUST00527,Female,No,Yes,Yes,27,Yes,DSL,One year,Electronic check,29.08,819.75,No,0,25-48 Months,Low (<40),Medium Risk,0.0
CUST00528,Female,Yes,Yes,Yes,65,Yes,DSL,One year,Electronic check,72.88,4758.78,No,0,49+ Months (Loyal),High (70-90),Medium Risk,0.0
CUST00529,Male,No,Yes,Yes,65,No,Fiber optic,One year,Mailed check,63.97,4203.82,Yes,1,49+ Months (Loyal),Medium (40-70),Medium Risk,63.97
CUST00530,Female,Yes,No,Yes,66,Yes,Fiber optic,Month-to-month,Bank transfer,32.36,2096.79,Yes,1,49+ Months (Loyal),Low (<40),High Risk,32.36
CUST00531,Female,Yes,Yes,Yes,42,No,DSL,Month-to-month,Credit card,80.04,3342.88,No,0,25-48 Months,High (70-90),High Risk,0.0
CUST00532,Female,No,No,No,55,Yes,DSL,Two year,Credit card,113.91,6251.79,Yes,1,49+ Months (Loyal),Premium (90+),Low Risk,113.91
CUST00533,Female,No,No,No,67,Yes,DSL,Month-to-month,Credit card,89.5,6044.26,No,0,49+ Months (Loyal),High (70-90),High Risk,0.0
CUST00534,Male,No,No,Yes,44,Yes,No,One year,Credit card,32.28,1454.13,No,0,25-48 Months,Low (<40),Medium Risk,0.0
CUST00535,Female,Yes,No,No,61,No,Fiber optic,Month-to-month,Mailed check,96.8,5865.6,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,96.8
CUST00536,Female,No,Yes,Yes,13,Yes,DSL,Month-to-month,Electronic check,117.21,1511.99,No,0,13-24 Months,Premium (90+),High Risk,0.0
CUST00537,Male,Yes,Yes,Yes,67,No,Fiber optic,Month-to-month,Credit card,69.03,4601.18,Yes,1,49+ Months (Loyal),Medium (40-70),High Risk,69.03
CUST00538,Male,No,No,Yes,50,No,Fiber optic,Two year,Credit card,65.97,3251.79,No,0,49+ Months (Loyal),Medium (40-70),Low Risk,0.0
CUST00539,Female,No,No,No,18,No,No,Month-to-month,Electronic check,76.89,1383.08,No,0,13-24 Months,High (70-90),High Risk,0.0
CUST00540,Female,Yes,Yes,Yes,51,No,Fiber optic,Month-to-month,Credit card,81.69,4151.47,No,0,49+ Months (Loyal),High (70-90),High Risk,0.0
CUST00541,Female,No,Yes,Yes,17,No,Fiber optic,One year,Electronic check,96.52,1653.36,Yes,1,13-24 Months,Premium (90+),Medium Risk,96.52
CUST00542,Female,Yes,No,No,45,Yes,No,Month-to-month,Mailed check,84.81,3825.7,No,0,25-48 Months,High (70-90),High Risk,0.0
CUST00543,Male,Yes,Yes,No,22,Yes,No,Month-to-month,Credit card,85.78,1879.41,Yes,1,13-24 Months,High (70-90),High Risk,85.78
CUST00544,Female,Yes,Yes,No,3,No,Fiber optic,Month-to-month,Bank transfer,77.25,262.58,Yes,1,0-12 Months (New),High (70-90),High Risk,77.25
CUST00545,Male,Yes,No,No,22,No,Fiber optic,Two year,Mailed check,69.7,1568.13,No,0,13-24 Months,Medium (40-70),Low Risk,0.0
CUST00546,Male,Yes,No,Yes,39,No,DSL,One year,Electronic check,91.77,3586.85,No,0,25-48 Months,Premium (90+),Medium Risk,0.0
CUST00547,Female,No,No,No,27,No,DSL,One year,Bank transfer,70.46,1882.41,No,0,25-48 Months,High (70-90),Medium Risk,0.0
CUST00548,Female,No,No,No,33,No,No,One year,Mailed check,108.09,3579.75,No,0,25-48 Months,Premium (90+),Medium Risk,0.0
CUST00549,Male,Yes,Yes,No,35,No,No,One year,Electronic check,72.23,2514.48,Yes,1,25-48 Months,High (70-90),Medium Risk,72.23
CUST00550,Male,Yes,No,No,41,Yes,No,Month-to-month,Credit card,46.69,1892.99,Yes,1,25-48 Months,Medium (40-70),High Risk,46.69
CUST00551,Male,Yes,Yes,Yes,20,Yes,DSL,Month-to-month,Bank transfer,66.42,1334.38,Yes,1,13-24 Months,Medium (40-70),High Risk,66.42
CUST00552,Male,No,Yes,No,18,Yes,Fiber optic,One year,Bank transfer,85.87,1513.26,No,0,13-24 Months,High (70-90),Medium Risk,0.0
CUST00553,Female,No,Yes,Yes,41,No,DSL,Two year,Credit card,109.68,4514.05,No,0,25-48 Months,Premium (90+),Low Risk,0.0
CUST00554,Female,No,Yes,Yes,65,Yes,No,One year,Bank transfer,69.65,4486.27,No,0,49+ Months (Loyal),Medium (40-70),Medium Risk,0.0
CUST00555,Female,Yes,No,Yes,55,Yes,DSL,Month-to-month,Mailed check,116.99,6428.4,Yes,1,49+ Months (Loyal),Premium (90+),High Risk,116.99
CUST00556,Male,Yes,No,Yes,41,No,Fiber optic,One year,Bank transfer,107.94,4469.24,Yes,1,25-48 Months,Premium (90+),Medium Risk,107.94
CUST00557,Female,Yes,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Bank transfer,83.89,607.29,Yes,1,0-12 Months (New),High (70-90),High Risk,83.89
CUST00558,Male,No,No,No,2,No,Fiber optic,Month-to-month,Mailed check,49.74,135.42,Yes,1,0-12 Months (New),Medium (40-70),High Risk,49.74
